"Incident Case Id","Date","Clearance Code Inc Type","PGPD Reporting Area","PGPD Sector","PGPD BEAT","Street Number","Street Name","Latitude","Longitude","Location"
"PP25092800001656","09/28/2025","ACCIDENT WITH IMPOUND","427","H","H5",,"SWANN RD / SYCAMORE LN","38.84499247372","-76.92403760552","(38.844992473721504,-76.92403760552406)"
"PP25092800001693","09/28/2025","ASSAULT, SHOOTING","887","D","D1",,"GREENBELT RD EB / GODDARD DR","38.99197381735","-76.84300102293","(38.99197381734848,-76.84300102293491)"
"PP25092800001765","09/28/2025","THEFT","110","A","A4","7900 BLOCK","NEW HAMPSHIRE AVE NB","38.98934914172","-76.98604536057","(38.98934914171696,-76.98604536056519)"
"PP25092800001830","09/28/2025","THEFT","915","C","C6","13300 BLOCK","BALTIMORE AVE NB","39.07366655767","-76.87187236547","(39.07366655766964,-76.8718723654747)"
"PP25092800001976","09/28/2025","AUTO, STOLEN","104","A","A7","300 BLOCK","SOUTHAMPTON DR","39.0050971508","-76.98112411797","(39.00509715080261,-76.98112411797047)"
"PP25092800001992","09/28/2025","THEFT","903","C","C5","14000 BLOCK","BALTIMORE AVE NB","39.08318097889","-76.86235794425","(39.083180978894234,-76.8623579442501)"
"PP25092800002005","09/28/2025","ACCIDENT","510","K","K5","5000 BLOCK","BEECH RD","38.82202664018","-76.93420819938","(38.82202664017677,-76.93420819938183)"
"PP25092900000390","09/29/2025","THEFT","407","G","G7","9200 BLOCK","ALAKING CT","38.87025488913","-76.84857845306","(38.87025488913059,-76.84857845306396)"
"PP25092900000473","09/29/2025","THEFT FROM AUTO","517","J","J3","2200 BLOCK","ALICE AVE","38.81119988859","-76.96964119375","(38.811199888587,-76.96964119374752)"
"PP25092900000651","09/29/2025","ACCIDENT","407","G","G7",,"CENTRAL AVE EB / HAMPTON PARK BLVD","38.89059606194","-76.85349969566","(38.89059606194496,-76.85349969565868)"
"PP25092900000721","09/29/2025","AUTO, STOLEN","332","G","G5",,"DODGE PARK RD / HUBBARD RD","38.93226264417","-76.8774497807","(38.932262644171715,-76.87744978070259)"
"PP25092900000766","09/29/2025","AUTO, STOLEN","904","C","C5","8800 BLOCK","HUNTING LN","39.08154055476","-76.85382777452","(39.08154055476189,-76.85382777452469)"
"PP25092900000773","09/29/2025","AUTO, STOLEN","135","TRU","A2","1000 BLOCK","CHILLUM RD EB","38.95982164145","-76.99162277579","(38.95982164144516,-76.99162277579308)"
"PP25092900000814","09/29/2025","THEFT FROM AUTO","427","H","H5","3400 BLOCK","CLAIRE DR","38.84171164036","-76.92764653265","(38.84171164035797,-76.92764653265476)"
"PP25092900000828","09/29/2025","THEFT FROM AUTO","110","A","A4","1500 BLOCK","UNIVERSITY BLVD WB","38.98574022949","-76.98112411797","(38.98574022948742,-76.98112411797047)"
"PP25092900000835","09/29/2025","ACCIDENT","415","H","H2","4700 BLOCK","MARLBORO PIKE EB","38.87320764363","-76.93125544488","(38.87320764362812,-76.9312554448843)"
"PP25092900000874","09/29/2025","ACCIDENT","312","G","G2","900 BLOCK","SHARMA ST","38.90240706503","-76.90107177198","(38.90240706503391,-76.90107177197933)"
"PP25092900000907","09/29/2025","ACCIDENT","701","E","E3","700 BLOCK","HARRY S TRUMAN DR NB","38.87976931036","-76.82790920138","(38.87976931035519,-76.82790920138359)"
"PP25092900000909","09/29/2025","THEFT FROM AUTO","838","G","D1","9100 BLOCK","8T ST","38.96769563854","-76.85842093825","(38.96769563853741,-76.8584209382534)"
"PP25092900001026","09/29/2025","ACCIDENT","156","A","A4",,"NEW HAMPSHIRE AVE NB / UNIVERSITY BLVD WB","38.98902106285","-76.9876857847","(38.98902106285095,-76.98768578469753)"
"PP25092900001103","09/29/2025","THEFT","656","J","J5","6100 BLOCK","OXON HILL RD SB","38.80562247336","-76.9807960242","(38.80562247335911,-76.9807960242033)"
"PP25092900001271","09/29/2025","THEFT FROM AUTO","238","B","B5","7700 BLOCK","HARKINS RD","38.95260381699","-76.87416894734","(38.952603816986084,-76.87416894733906)"
"PP25092900001276","09/29/2025","THEFT FROM AUTO","741","F","F5","7500 BLOCK","SURRATTS RD","38.74853597581","-76.87580935657","(38.748535975813866,-76.87580935657024)"
"PP25092900001282","09/29/2025","ACCIDENT","766","F","F7",,"AQUASCO RD / DOCTOR BOWEN RD","38.58547855914","-76.72489102185","(38.58547855913639,-76.72489102184772)"
"PP25092900001345","09/29/2025","ACCIDENT","313","G","G4","900 BLOCK","NALLEY RD","38.9027351439","-76.87580935657","(38.90273514389992,-76.87580935657024)"
"PP25092900001620","09/29/2025","THEFT","626","W","W1","900 BLOCK","EAST SWAN CREEK RD","38.72688247263","-76.99195086956","(38.726882472634315,-76.99195086956024)"
"PP25092900001622","09/29/2025","THEFT","626","W","W1","900 BLOCK","EAST SWAN CREEK RD","38.72688247263","-76.99195086956","(38.726882472634315,-76.99195086956024)"
"PP25092900001667","09/29/2025","ACCIDENT","303","G","G5",,"PINEBROOK RD / STODDERT LN","38.92865373194","-76.88926078379","(38.92865373194218,-76.88926078379154)"
"PP25092900001823","09/29/2025","THEFT","656","J","J5","6100 BLOCK","OXON HILL RD SB","38.80595056713","-76.9817802757","(38.805950567126274,-76.98178027570248)"
"PP25092900001974","09/29/2025","ACCIDENT","418","H","H6","7600 BLOCK","MARLBORO PIKE EB","38.84466439486","-76.87482510507","(38.8446643948555,-76.87482510507107)"
"PP25092900001996","09/29/2025","ACCIDENT","701","E","E3",,"MOUNT LUBENTIA WAY / LARGO RD EB","38.87911313772","-76.8111769408","(38.879113137722015,-76.81117694079876)"
"PP25092900002071","09/29/2025","ACCIDENT","332","G","G5",,"LANDOVER RD EB / DODGE PARK RD","38.92701330781","-76.88269911706","(38.92701330780983,-76.88269911706448)"
"PP25092900002157","09/29/2025","B & E, RESIDENTIAL","415","H","H2","4300 BLOCK","SOUTHERN AVE","38.87255147099","-76.93519245088","(38.87255147099495,-76.935192450881)"
"PP25092900000081","09/29/2025","AUTO, STOLEN","932","C","C3","4900 BLOCK","POWDER MILL RD","39.03626506031","-76.9096019417","(39.036265060305595,-76.90960194170475)"
"PP25092900000171","09/29/2025","AUTO, STOLEN","510","K","K5","4700 BLOCK","CREMEN RD","38.82399514318","-76.94601920247","(38.823995143175125,-76.94601920247078)"
"PP25092900000191","09/29/2025","THEFT FROM AUTO","733","F","F5","5800 BLOCK","WOODYARD RD","38.80791905522","-76.82233178616","(38.807919055223465,-76.8223317861557)"
"PP25092900000197","09/29/2025","ACCIDENT WITH IMPOUND","829","D","D5",,"GLENN DALE BLVD EB / PROSPECT HILL RD","38.98278747499","-76.80855228007","(38.98278747498989,-76.8085522800684)"
"PP25092900000291","09/29/2025","THEFT FROM AUTO","605","K","K6","5700 BLOCK","EVERHART PL","38.81021563709","-76.96307952702","(38.81021563708782,-76.96307952702045)"
"PP25092900000351","09/29/2025","ACCIDENT","422","H","H4","4500 BLOCK","SUITLAND RD","38.85155414045","-76.92928694189","(38.85155414044857,-76.92928694188595)"
"PP25092900000362","09/29/2025","ACCIDENT","970","B","B7","10100 BLOCK","BALTIMORE AVE SB","39.02084514499","-76.92895886302","(39.020845144987106,-76.92895886301994)"
"PP25092900000430","09/29/2025","AUTO, STOLEN","175","A","A5","3200 BLOCK","TOLEDO PL","38.97032031417","-76.96045486629","(38.97032031416893,-76.96045486629009)"
"PP25092900000462","09/29/2025","AUTO, STOLEN","307","TRU","G6","6500 BLOCK","WEST FOREST RD","38.92570097744","-76.89451010525","(38.92570097744465,-76.89451010525227)"
"PP25092900000489","09/29/2025","THEFT","970","B","B7","10200 BLOCK","BALTIMORE AVE NB","39.02182939649","-76.92469377816","(39.02182939648628,-76.92469377815723)"
"PP25092900000502","09/29/2025","ACCIDENT","623","F","F2",,"PISCATAWAY RD SB / OLD BRANCH AVE","38.7652682215","-76.89811903238","(38.765268221497536,-76.89811903238297)"
"PP25092900000507","09/29/2025","THEFT FROM AUTO","411","H","H3","7000 BLOCK","FLAG HARBOR DR","38.86533364654","-76.88663610816","(38.86533364653587,-76.88663610816002)"
"PP25092900000524","09/29/2025","THEFT FROM AUTO","434","TRU","H3","7300 BLOCK","MALDEN LN","38.85352264345","-76.87974636257","(38.85352264344692,-76.87974636256695)"
"PP25092900000541","09/29/2025","THEFT","843","D","D5","10400 BLOCK","MARTIN LUTHER KING JUNIOR HWY EB","38.95358805358","-76.82495644689","(38.9535880535841,-76.82495644688606)"
"PP25092900000615","09/29/2025","ACCIDENT WITH IMPOUND","922","C","C4",,"BALTIMORE WASHINGTON PKWY NB / POWDER MILL RD","39.03331230581","-76.85185927153","(39.03331230580807,-76.85185927152634)"
"PP25092900000633","09/29/2025","THEFT FROM AUTO","110","TRU","A4","1400 BLOCK","MERRIMAC DR","38.99230189621","-76.98210836947","(38.992301896214485,-76.98210836946964)"
"PP25092900000658","09/29/2025","ACCIDENT","914","C","C3",,"VIRGINIA MANOR RD / MUIRKIRK RD","39.06415213645","-76.89090119302","(39.064152136445045,-76.89090119302273)"
"PP25092900000788","09/29/2025","ACCIDENT","162","B","B6","3500 BLOCK","METZEROTT RD","39.00148822367","-76.9486438632","(39.00148822367191,-76.94864386320114)"
"PP25092900000855","09/29/2025","AUTO, STOLEN","701","TRU","E3","800 BLOCK","FALCON DR","38.87780080736","-76.81970711052","(38.877800807356834,-76.81970711052418)"
"PP25092900001048","09/29/2025","THEFT","406","TRU","G7","1100 BLOCK","RITCHIE RD SB","38.87386381626","-76.85743670166","(38.87386381626129,-76.85743670165539)"
"PP25092900001215","09/29/2025","ASSAULT","858","E","E2","1300 BLOCK","MCCORMICK DR","38.90798448026","-76.84464144707","(38.9079844802618,-76.84464144706726)"
"PP25092900001224","09/29/2025","THEFT","418","H","H6","3100 BLOCK","DONNELL DR SB","38.84860140085","-76.88663610816","(38.8486014008522,-76.88663610816002)"
"PP25092900001258","09/29/2025","AUTO, STOLEN","731","F","F3","8400 BLOCK","MIKE SHAPIRO DR","38.77347031236","-76.88401144743","(38.77347031235695,-76.88401144742966)"
"PP25092900001412","09/29/2025","THEFT","410","H","H1","5400 BLOCK","MARLBORO PIKE WB","38.86402131617","-76.91386702657","(38.86402131617069,-76.91386702656746)"
"PP25092900001613","09/29/2025","THEFT","626","W","W1","900 BLOCK","EAST SWAN CREEK RD","38.72688247263","-76.99195086956","(38.726882472634315,-76.99195086956024)"
"PP25092900001617","09/29/2025","THEFT","626","W","W1","900 BLOCK","EAST SWAN CREEK RD","38.72688247263","-76.99195086956","(38.726882472634315,-76.99195086956024)"
"PP25092900001745","09/29/2025","THEFT FROM AUTO","827","D","D2","9700 BLOCK","GOOD LUCK RD","38.98377172649","-76.84168869257","(38.98377172648907,-76.84168869256973)"
"PP25092900001836","09/29/2025","THEFT","408","H","H1","1200 BLOCK","BOONES HILL RD","38.87583230436","-76.93158352375","(38.87583230435848,-76.9315835237503)"
"PP25092900001854","09/29/2025","AUTO, STOLEN","430","K","K3","3800 BLOCK","SAINT BARNABAS RD SB","38.8374465555","-76.94306644797","(38.83744655549526,-76.94306644797325)"
"PP25092900001977","09/29/2025","B & E, COMMERCIAL","655","W","W4","12800 BLOCK","OLD FORT RD","38.71375913918","-76.98834194243","(38.71375913918018,-76.98834194242954)"
"PP25092900002023","09/29/2025","THEFT FROM AUTO","201","B","B7","4900 BLOCK","NIAGARA RD","39.01756431162","-76.92141294479","(39.01756431162357,-76.9214129447937)"
"PP25092900002191","09/29/2025","ASSAULT, SHOOTING","619","K","K6","7400 BLOCK","JAYWICK AVE","38.78724980354","-76.9545493573","(38.78724980354309,-76.95454935729504)"
"PP25093000000265","09/30/2025","ACCIDENT WITH IMPOUND","702","E","E3",,"KETTERING DR / ABBOTSWOOD CT","38.89092414081","-76.8082242012","(38.89092414081097,-76.80822420120239)"
"PP25093000000272","09/30/2025","ACCIDENT WITH IMPOUND","655","W","W4",,"INDIAN HEAD HWY NB / OLD FORT RD","38.75575381517","-76.99293510616","(38.7557538151741,-76.99293510615826)"
"PP25093000000285","09/30/2025","THEFT","843","D","D5","10600 BLOCK","MARTIN LUTHER KING JUNIOR HWY WB","38.95621272922","-76.82200369239","(38.95621272921562,-76.82200369238853)"
"PP25093000000407","09/30/2025","ACCIDENT","501","K","K2","3400 BLOCK","25T AVE","38.84269589186","-76.96176719666","(38.84269589185715,-76.96176719665527)"
"PP25093000000408","09/30/2025","ACCIDENT","104","A","A7",,"NEW HAMPSHIRE AVE NB / METZEROTT RD","39.0041128993","-76.9807960242","(39.004112899303436,-76.9807960242033)"
"PP25093000000467","09/30/2025","THEFT FROM AUTO","302","TRU","G6","2100 BLOCK","BEAVER RD","38.92077971995","-76.90468069911","(38.92077971994877,-76.90468069911003)"
"PP25093000000560","09/30/2025","AUTO, STOLEN","904","C","C5","8800 BLOCK","HAWTHORNE LN","39.08285290003","-76.85218736529","(39.08285290002823,-76.8521873652935)"
"PP25093000000695","09/30/2025","THEFT FROM AUTO","632","TRU","F4","12000 BLOCK","BIRCHVIEW DR","38.7242578119","-76.91091427207","(38.72425781190395,-76.91091427206993)"
"PP25093000000776","09/30/2025","THEFT","837","D","D1","9400 BLOCK","LANHAM SEVERN RD","38.97327305377","-76.84693802893","(38.9732730537653,-76.84693802893162)"
"PP25093000000967","09/30/2025","SEX OFFENSE","314","G","G4","7600 BLOCK","BARLOWE RD","38.91815505922","-76.8754812777","(38.91815505921841,-76.87548127770424)"
"PP25093000001045","09/30/2025","ACCIDENT","303","G","G5",,"VETERANS PKWY NB / PENNSY DR","38.9388243109","-76.8754812777","(38.93882431089878,-76.87548127770424)"
"PP25093000001091","09/30/2025","ACCIDENT","124","A","A3",,"RIGGS RD NB / EAST WEST HWY EB","38.9719607234","-76.97948369384","(38.971960723400116,-76.97948369383812)"
"PP25093000001151","09/30/2025","ACCIDENT","307","G","G6",,"PINEBROOK AVE / LANDOVER RD EB","38.92701330781","-76.89024503529","(38.92701330780983,-76.89024503529072)"
"PP25093000001165","09/30/2025","THEFT","131","A","A2","5600 BLOCK","SARGENT RD NB","38.95883738995","-76.98637343943","(38.958837389945984,-76.98637343943119)"
"PP25093000001329","09/30/2025","THEFT","516","J","J1","1100 BLOCK","KENNEBEC ST","38.81973005831","-76.98965427279","(38.819730058312416,-76.98965427279472)"
"PP25093000001332","09/30/2025","ACCIDENT","642","W","W6","16000 BLOCK","MCKENDREE RD","38.67012405396","-76.88663610816","(38.67012405395508,-76.88663610816002)"
"PP25093000001464","09/30/2025","THEFT","702","E","E3","11200 BLOCK","BENNINGTON DR","38.88698714972","-76.81281736493","(38.886987149715424,-76.8128173649311)"
"PP25093000001476","09/30/2025","SEX OFFENSE","321","G","G1","6800 BLOCK","CENTRAL AVE WB","38.88764330745","-76.88958886266","(38.88764330744743,-76.88958886265755)"
"PP25093000001496","09/30/2025","ACCIDENT","308","G","G6","7100 BLOCK","EAST RIDGE DR","38.91881123185","-76.8843395263","(38.91881123185158,-76.88433952629566)"
"PP25093000001548","09/30/2025","ACCIDENT","262","B","B1","6400 BLOCK","KILMER ST","38.93127839267","-76.90533685684","(38.93127839267254,-76.90533685684204)"
"PP25093000001549","09/30/2025","AUTO, STOLEN","919","TRU","C1","12300 BLOCK","CONWAY RD","39.06021514535","-76.88466760516","(39.0602151453495,-76.88466760516167)"
"PP25093000001659","09/30/2025","ACCIDENT","407","G","G7","9100 BLOCK","ALAKING CT","38.8695987314","-76.84890653193","(38.86959873139858,-76.84890653192997)"
"PP25093000001751","09/30/2025","THEFT","939","C","C3","10600 BLOCK","BALTIMORE AVE SB","39.02970339358","-76.9155074507","(39.02970339357853,-76.9155074506998)"
"PP25093000001769","09/30/2025","ACCIDENT","604","J","J6","6300 BLOCK","LIVINGSTON RD","38.80266973376","-76.98801386356","(38.80266973376274,-76.98801386356354)"
"PP25093000001793","09/30/2025","ACCIDENT","304","G","G3",,"FARMINGDALE AVE / ADDISON RD","38.90535980463","-76.91681978106","(38.90535980463028,-76.91681978106499)"
"PP25093000001824","09/30/2025","ASSAULT","701","E","E3","200 BLOCK","HARRY S TRUMAN DR SB","38.88633097708","-76.83873595297","(38.88633097708225,-76.83873595297337)"
"PP25093000002119","09/30/2025","ACCIDENT WITH IMPOUND","610","J","J4",,"INDIAN HEAD HWY SB / OLD FORT RD","38.75575381517","-76.99326319993","(38.7557538151741,-76.99326319992542)"
"PP25093000002163","09/30/2025","ACCIDENT","858","E","E2","1000 BLOCK","LARGO CENTER DR","38.90306322277","-76.83414277434","(38.90306322276592,-76.83414277434349)"
"PP25093000002248","09/30/2025","ACCIDENT WITH IMPOUND","733","F","F5","6100 BLOCK","SOUTH OSBORNE RD","38.80595056713","-76.8141296953","(38.805950567126274,-76.81412969529629)"
"PP25093000000242","09/30/2025","AUTO, STOLEN","405","H","H3","6400 BLOCK","COLETON CT","38.88009738922","-76.89549435675","(38.88009738922119,-76.89549435675144)"
"PP25093000000244","09/30/2025","ACCIDENT WITH IMPOUND","301","G","G3",,"KENILWORTH AVE SB / EASTERN AVE","38.91224956512","-76.93420819938","(38.91224956512451,-76.93420819938183)"
"PP25093000000351","09/30/2025","AUTO, STOLEN","175","A","A5","3600 BLOCK","DEAN DR","38.97425730526","-76.95914253592","(38.97425730526447,-76.95914253592491)"
"PP25093000000355","09/30/2025","THEFT FROM AUTO","827","D","D2","9700 BLOCK","GOOD LUCK RD","38.98377172649","-76.84168869257","(38.98377172648907,-76.84168869256973)"
"PP25093000000400","09/30/2025","THEFT FROM AUTO","125","A","A3","600 BLOCK","SHERIDAN ST","38.96835181117","-76.99949677289","(38.96835181117058,-76.99949677288532)"
"PP25093000000409","09/30/2025","ACCIDENT","117","A","A6",,"23RD AVE / WOODBERRY ST","38.97228881717","-76.97193777561","(38.97228881716728,-76.97193777561188)"
"PP25093000000414","09/30/2025","ACCIDENT","628","W","W4",,"GALLAHAN RD / PISCATAWAY RD","38.70686939359","-76.96570420265","(38.70686939358711,-76.96570420265198)"
"PP25093000000447","09/30/2025","AUTO, STOLEN","238","B","B5","7700 BLOCK","HARKINS RD","38.95260381699","-76.87416894734","(38.952603816986084,-76.87416894733906)"
"PP25093000000503","09/30/2025","ACCIDENT","423","H","H4","5500 BLOCK","SILVER HILL RD SB","38.85319456458","-76.91124236584","(38.85319456458092,-76.9112423658371)"
"PP25093000000555","09/30/2025","AUTO, STOLEN","304","TRU","G3","4700 BLOCK","ADDISON RD","38.91257764399","-76.92206911743","(38.91257764399052,-76.92206911742687)"
"PP25093000000557","09/30/2025","ACCIDENT","827","D","D2","9900 BLOCK","GREENBELT RD EB","38.99066147208","-76.83381469548","(38.99066147208214,-76.83381469547749)"
"PP25093000000604","09/30/2025","THEFT FROM AUTO","239","TRU","B3","4800 BLOCK","EDMONSTON RD","38.94702638686","-76.92731843889","(38.94702638685703,-76.9273184388876)"
"PP25093000000664","09/30/2025","THEFT","656","J","J5","6000 BLOCK","OXON HILL RD SB","38.80595056713","-76.97357819974","(38.805950567126274,-76.97357819974422)"
"PP25093000000669","09/30/2025","THEFT","657","J","J41","6800 BLOCK","OXON HILL RD","38.79479572177","-77.00080911815","(38.79479572176933,-77.00080911815166)"
"PP25093000000701","09/30/2025","THEFT FROM AUTO","842","TRU","D6","9700 BLOCK","MARTIN LUTHER KING JUNIOR HWY WB","38.95096339285","-76.83873595297","(38.95096339285374,-76.83873595297337)"
"PP25093000000722","09/30/2025","THEFT FROM AUTO","610","TRU","J4","9000 BLOCK","LIVINGSTON RD","38.766252473","-76.99523170292","(38.76625247299671,-76.99523170292377)"
"PP25093000000751","09/30/2025","ACCIDENT WITH IMPOUND","905","C","C5",,"MUIRKIRK RD / LAUREL BOWIE RD NB","39.06480830908","-76.83939211071","(39.06480830907822,-76.83939211070538)"
"PP25093000000782","09/30/2025","ASSAULT","858","E","E2","1300 BLOCK","MCCORMICK DR","38.90798448026","-76.84464144707","(38.9079844802618,-76.84464144706726)"
"PP25093000000800","09/30/2025","THEFT","841","D","D6","9100 BLOCK","ANNAPOLIS RD EB","38.96310247481","-76.85645245016","(38.96310247480869,-76.85645245015621)"
"PP25093000000969","09/30/2025","ACCIDENT","513","K","K6","5600 BLOCK","SAINT BARNABAS RD NB","38.81218414009","-76.96603228152","(38.812184140086174,-76.96603228151798)"
"PP25093000001002","09/30/2025","THEFT","439","K","K4","6300 BLOCK","SUITLAND RD","38.83186914027","-76.89811903238","(38.83186914026737,-76.89811903238297)"
"PP25093000001063","09/30/2025","ASSAULT","629","W","W4","10000 BLOCK","ALLENTOWN RD","38.75214488804","-76.96865694225","(38.752144888043404,-76.96865694224834)"
"PP25093000001210","09/30/2025","ACCIDENT","427","H","H5","3500 BLOCK","PARKWAY TERRACE DR","38.84105548263","-76.92895886302","(38.84105548262596,-76.92895886301994)"
"PP25093000001371","09/30/2025","ASSAULT","244","B","B4",,,"38.94440172613","-76.90205602348","(38.94440172612667,-76.90205602347851)"
"PP25093000001396","09/30/2025","ACCIDENT","837","D","D1",,"LANHAM SEVERN RD / CARTER AVE","38.9709764719","-76.8492346108","(38.97097647190094,-76.84923461079597)"
"PP25093000001466","09/30/2025","ASSAULT","332","G","G5","3200 BLOCK","75TH AVE","38.93226264417","-76.8833552748","(38.932262644171715,-76.88335527479649)"
"PP25093000001475","09/30/2025","AUTO, STOLEN","709","E","E4","13400 BLOCK","LORD DUNBORE PL","38.83022873104","-76.76983845234","(38.830228731036186,-76.76983845233917)"
"PP25093000001559","09/30/2025","HOMICIDE","235","B","B4","6600 BLOCK","GREENLAND ST","38.95457230508","-76.89910328388","(38.954572305083275,-76.89910328388214)"
"PP25093000001563","09/30/2025","ACCIDENT","301","G","G3",,"KENILWORTH AVE SB / EASTERN AVE","38.91224956512","-76.93420819938","(38.91224956512451,-76.93420819938183)"
"PP25093000001618","09/30/2025","ACCIDENT","442","K","K41","4900 BLOCK","ALLENTOWN RD NB","38.81808964908","-76.89057311416","(38.81808964908123,-76.89057311415672)"
"PP25093000001640","09/30/2025","ASSAULT","436","G","H1",,"ADDISON RD S / ROLLING RIDGE DR","38.88403439522","-76.89746285975","(38.884034395217896,-76.8974628597498)"
"PP25093000001750","09/30/2025","THEFT","104","A","A7","9100 BLOCK","RIGGS RD","39.00444097817","-76.96865694225","(39.00444097816944,-76.96865694224834)"
"PP25093000001925","09/30/2025","ASSAULT","634","F","F4","6700 BLOCK","FULFORD ST","38.73344413936","-76.89254161716","(38.73344413936138,-76.89254161715508)"
"PP25093000001940","09/30/2025","ACCIDENT WITH IMPOUND","618","F","F1","7000 BLOCK","ALLENTOWN RD","38.79315531254","-76.92764653265","(38.79315531253815,-76.92764653265476)"
"PP25093000002021","09/30/2025","ACCIDENT","234","B","B4","6100 BLOCK","ANNAPOLIS RD","38.93948048353","-76.90927386284","(38.93948048353195,-76.90927386283875)"
"PP25100100000224","10/01/2025","THEFT FROM AUTO","508","K","K3","4600 BLOCK","DALLAS PL","38.8276040554","-76.94995619357","(38.82760405540466,-76.94995619356632)"
"PP25100100000235","10/01/2025","THEFT FROM AUTO","840","D","D6","5600 BLOCK","WHITFIELD CHAPEL RD","38.96146206558","-76.85743670166","(38.96146206557751,-76.85743670165539)"
"PP25100100000332","10/01/2025","THEFT FROM AUTO","405","H","H3","6800 BLOCK","WALKER MILL RD WB","38.87025488913","-76.89122927189","(38.87025488913059,-76.89122927188873)"
"PP25100100000555","10/01/2025","THEFT FROM AUTO","175","TRU","A5","3400 BLOCK","TOLEDO TER","38.97130456567","-76.95815828443","(38.971304565668106,-76.95815828442574)"
"PP25100100000766","10/01/2025","THEFT FROM AUTO","244","B","B4","6700 BLOCK","ANNAPOLIS RD WB","38.94374555349","-76.90238411725","(38.9437455534935,-76.90238411724567)"
"PP25100100000825","10/01/2025","ASSAULT","626","W","W1","12200 BLOCK","FORT WASHINGTON RD","38.72491396964","-77.00507420301","(38.72491396963596,-77.00507420301437)"
"PP25100100000921","10/01/2025","THEFT","427","H","H5","3500 BLOCK","PEARL DR","38.84138356149","-76.92633420229","(38.841383561491966,-76.92633420228958)"
"PP25100100001270","10/01/2025","ACCIDENT WITH IMPOUND","839","D","D5","6100 BLOCK","CARTER AVE","38.9680237323","-76.8472661078","(38.96802373230457,-76.84726610779762)"
"PP25100100001327","10/01/2025","ACCIDENT WITH IMPOUND","872","D","D3",,"HIGH BRIDGE RD / ANNAPOLIS RD WB","38.97228881717","-76.77344736457","(38.97228881716728,-76.77344736456871)"
"PP25100100001329","10/01/2025","AUTO, STOLEN","827","TRU","D2","10000 BLOCK","GREENBELT RD","38.99098956585","-76.83217428625","(38.990989565849304,-76.8321742862463)"
"PP25100100001516","10/01/2025","ACCIDENT","3,130","G","G7",,"BRIGHTSEAT RD SB / GLEN VALLEY DR","38.89190839231","-76.85251544416","(38.89190839231014,-76.85251544415951)"
"PP25100100001608","10/01/2025","THEFT","656","H","J5","6000 BLOCK","OXON HILL RD SB","38.80496631563","-76.97882753611","(38.8049663156271,-76.97882753610611)"
"PP25100100001635","10/01/2025","ACCIDENT","624","F","F2","8700 BLOCK","BRANCH AVE SB","38.76920522749","-76.88926078379","(38.76920522749424,-76.88926078379154)"
"PP25100100001693","10/01/2025","THEFT","511","J","J2","1500 BLOCK","SOUTHVIEW DR","38.82563556731","-76.98210836947","(38.82563556730747,-76.98210836946964)"
"PP25100100001725","10/01/2025","ACCIDENT","723","F","F3",,"DOWER HOUSE RD / MARLBORO PIKE","38.82038623095","-76.8492346108","(38.82038623094559,-76.84923461079597)"
"PP25100100001733","10/01/2025","ACCIDENT","417","H","H6","6600 BLOCK","MARLBORO PIKE EB","38.85188223422","-76.89319777489","(38.851882234215736,-76.89319777488708)"
"PP25100100001791","10/01/2025","AUTO, STOLEN","408","H","H1","1000 BLOCK","DRUM AVE","38.87747272849","-76.92469377816","(38.87747272849083,-76.92469377815723)"
"PP25100100001823","10/01/2025","ACCIDENT","711","E","E5",,"CRAIN HWY SW / PEERLESS AVE","38.82629172504","-76.73473352194","(38.82629172503948,-76.73473352193832)"
"PP25100100001854","10/01/2025","ACCIDENT","835","D","D1",,"ANNAPOLIS RD WB / PRINCESS GARDEN PKWY","38.96146206558","-76.86301411688","(38.96146206557751,-76.86301411688328)"
"PP25100100001859","10/01/2025","ACCIDENT","118","A","A6",,"24TH AVE / FORDHAM ST","38.97950664163","-76.96964119375","(38.97950664162636,-76.96964119374752)"
"PP25100100001959","10/01/2025","AUTO, STOLEN","441","H","H2","2100 BLOCK","BROOKS DR NB","38.86139664054","-76.91714785993","(38.86139664053917,-76.91714785993099)"
"PP25100100001986","10/01/2025","ASSAULT","306","D","G6",,"COLUMBIA PARK RD EB / VIRGINIA AVE","38.91749888659","-76.88893269002","(38.917498886585236,-76.88893269002438)"
"PP25100100002024","10/01/2025","ACCIDENT","259","B","B1",,"KENILWORTH AVE NB / LYDELL RD","38.92602905631","-76.92797461152","(38.926029056310654,-76.92797461152077)"
"PP25100100002288","10/01/2025","AUTO, STOLEN","857","E","E2",,"LOTTSFORD VISTA RD / LOTTSFORD RD WB","38.91979548335","-76.81544202566","(38.919795483350754,-76.81544202566147)"
"PP25100100000116","10/01/2025","ROBBERY, VEHICLE","843","D","D5","11100 BLOCK","LAKE VICTORIA LN","38.95358805358","-76.81806670129","(38.9535880535841,-76.81806670129299)"
"PP25100100000126","10/01/2025","ACCIDENT WITH IMPOUND","106","B","B7",,"METZEROTT RD / SAINT ANDREWS PL","39.00181631744","-76.95094044507","(39.00181631743908,-76.9509404450655)"
"PP25100100000160","10/01/2025","THEFT FROM AUTO","114","A","A6","7300 BLOCK","RIGGS RD","38.97950664163","-76.97849944234","(38.97950664162636,-76.97849944233894)"
"PP25100100000227","10/01/2025","THEFT FROM AUTO","924","C","C3","4600 BLOCK","QUIMBY AVE","39.04906031489","-76.91124236584","(39.04906031489372,-76.9112423658371)"
